business_age_yrs,sector,monthly_revenue_ksh,monthly_expenses_ksh,num_employees,collateral_value_ksh,requested_loan_ksh,credit_history_score,loan_approved
1,Agriculture,226487,80942.92874152173,34,727067,728841,342,0
9,Tech Startup,862150,563775.0145383225,17,460385,833301,793,1
6,Manufacturing,1046657,567652.4808993367,21,388612,1706321,321,0
9,Agriculture,350817,122358.3935773102,16,620399,914690,385,0
12,Retail,1142647,792408.6318766333,38,30651,120202,542,1
1,Transport (Boda Boda),844255,396705.9146267396,21,668179,1828841,682,1
4,Tech Startup,1754509,1187897.0560419164,15,203127,1240631,512,1
6,Transport (Boda Boda),545069,228600.9060707621,41,531111,592777,325,0
1,Agriculture,1359838,783615.9044494557,3,174023,927611,396,0
10,Agriculture,1110547,776463.4715999817,39,179635,207462,678,1
2,Services,648138,445793.1569175199,11,657911,908379,307,0
8,Manufacturing,989211,688913.4563534417,36,319972,1360292,371,0
7,Tech Startup,434600,216424.38370955145,48,985325,1398711,509,1
10,Transport (Boda Boda),1468763,951684.3382494823,12,80257,1576534,686,1
13,Hospitality,1658658,1241660.0509658465,43,528423,974133,519,1
1,Agriculture,795158,311791.3273594152,37,916383,329215,559,1
14,Tech Startup,293349,229949.80939620102,19,395807,1685851,315,0
1,Tech Startup,1224798,664672.7559281318,21,377501,1741916,461,0
4,Tech Startup,53691,39783.09163556732,31,550458,582726,836,0
3,Transport (Boda Boda),259968,81807.27085676536,20,521121,1253865,681,0
14,Agriculture,239780,188641.8064842434,28,97756,492632,671,0
6,Retail,1164241,413741.24036329455,44,122232,1841425,663,1
12,Manufacturing,432104,206934.23082009234,34,701397,583634,775,1
14,Transport (Boda Boda),1831417,773169.2606676638,28,216823,1189929,489,1
1,Hospitality,569844,290654.26817582943,34,176168,1825922,637,0
10,Retail,53866,33697.15790361813,48,435071,1442277,572,0
5,Manufacturing,206987,110871.25845912193,15,294746,1566450,588,0
4,Hospitality,178588,113954.9992279638,2,954850,1304311,547,0
12,Transport (Boda Boda),143950,55772.09144073968,9,38547,603083,300,0
8,Services,1760534,773997.7245554985,3,252419,804105,442,1
5,Tech Startup,1995608,901961.3349435992,46,925683,1409501,759,1
1,Transport (Boda Boda),1908806,1343222.9935445406,13,711886,191521,414,1
1,Services,893093,567441.0663184585,23,583098,692650,653,0
8,Tech Startup,485453,257377.05191489434,36,86516,1173143,846,0
3,Retail,1041469,730254.2804175848,20,763760,189544,723,1
8,Hospitality,1392429,1056906.9077510554,23,53909,1903359,382,0
14,Transport (Boda Boda),559570,398984.33607053175,19,941768,502891,472,1
7,Retail,1096941,727639.9023563062,19,838574,630595,697,1
8,Manufacturing,332229,119643.50790837374,36,424871,617760,585,0
9,Manufacturing,866143,505468.4004158582,25,308877,964634,633,1
14,Hospitality,773704,250735.352383898,4,181211,965207,813,1
9,Tech Startup,1436828,857227.0810671264,41,63095,1216462,554,1
7,Agriculture,305711,128323.7467766074,49,575919,59885,567,0
3,Tech Startup,872746,696205.8552529505,21,882430,624100,624,1
4,Services,64900,38906.85259035048,33,72692,510796,500,0
13,Manufacturing,1820072,1155017.9304831172,17,312023,1158447,364,1
8,Retail,1551180,1003962.8292704163,40,223563,187653,473,1
9,Agriculture,1881657,719568.852069481,22,669927,1572196,849,1
4,Transport (Boda Boda),999448,650957.3596213865,4,673590,723222,647,1
12,Manufacturing,1298723,639303.752486427,45,270914,1633957,791,1
2,Services,382455,229597.5018283757,41,698112,1786263,386,0
6,Retail,584485,435873.8484658526,18,157584,974220,561,0
10,Manufacturing,679738,251511.25001134851,42,417216,1209608,392,0
13,Services,481552,294353.4022590251,14,791842,919807,348,1
14,Manufacturing,795024,325589.68044369767,43,749971,546507,640,1
5,Transport (Boda Boda),1185232,485062.0239956073,42,136554,1950341,681,1
9,Manufacturing,202024,143101.89990662795,49,528936,1491296,482,0
9,Manufacturing,1614918,882994.0282148517,11,755181,655842,632,1
14,Tech Startup,728140,362095.3118428351,44,532498,1667227,755,1
13,Manufacturing,730644,313509.5695676263,48,415648,307324,402,1
12,Tech Startup,1727257,1141193.0440887471,25,734042,697341,642,1
14,Retail,1235468,883104.8398525985,49,153262,117411,623,1
14,Tech Startup,285888,150982.671536141,18,753298,608830,711,1
8,Retail,885363,664164.4694330206,12,437625,1253954,340,0
7,Tech Startup,353569,224263.98106458702,41,901321,494865,565,1
14,Tech Startup,1539825,568866.2700842584,9,105848,156022,839,1
3,Manufacturing,1481331,916852.8557762566,2,886364,211445,686,1
14,Agriculture,223047,158364.77844359248,41,684029,1193051,718,1
11,Tech Startup,709984,242953.81995426817,15,162777,1959972,348,0
9,Transport (Boda Boda),748342,530096.7374245332,38,624411,846948,737,1
11,Services,1066161,535158.3753807417,45,231496,742148,329,0
12,Hospitality,899979,629256.4702396832,3,739522,653291,471,1
9,Transport (Boda Boda),1399390,488998.3758950644,11,719407,490991,417,1
4,Tech Startup,1721243,1108829.0596222305,39,888097,1580295,306,1
4,Tech Startup,1501124,1118410.2109216296,1,477742,749539,501,1
12,Agriculture,37297,23066.372867054775,43,568302,1866030,774,1
14,Services,1247146,568210.6270491655,38,926271,1383572,691,1
2,Manufacturing,1801423,736685.2293818435,12,507365,1717904,330,1
4,Tech Startup,1598608,591926.949197254,5,924573,878791,643,1
11,Retail,769122,601460.0980985907,4,777881,1861610,729,1
6,Tech Startup,1499018,740504.9684610182,42,732722,1780353,561,1
11,Services,403100,213345.31244014506,30,708521,826676,421,0
13,Tech Startup,1221700,950433.0166673567,37,556066,995238,500,1
1,Tech Startup,1356092,602379.7534912493,47,932477,1431875,408,1
6,Hospitality,1703523,1345876.0055418387,41,2352,183004,664,1
6,Retail,1417556,1016139.552722198,3,374313,714929,715,1
13,Retail,1256530,488269.2913659286,21,699309,656590,832,1
12,Manufacturing,544426,315143.3927200032,1,624219,206951,782,1
13,Retail,1127054,798380.7825594672,36,719282,744780,572,1
3,Transport (Boda Boda),1875227,844311.0045456709,22,177912,225767,464,1
7,Retail,527732,197367.58502883336,5,877200,1920436,463,1
6,Hospitality,924850,338667.2973752471,27,132212,1911429,439,0
6,Hospitality,1227956,826328.4547961355,39,279003,581972,483,0
4,Hospitality,610381,193631.54899454545,6,491024,1689282,446,0
10,Agriculture,150351,52147.17106277715,32,995909,1564494,527,1
6,Tech Startup,441280,256540.70927228892,23,283022,1280746,798,0
2,Tech Startup,580592,425451.18306622497,14,724698,1586081,664,0
3,Services,1219151,972957.4450879372,8,868467,1072892,636,1
1,Retail,428288,319736.30890136695,19,564798,754293,622,0
11,Services,141668,78656.37492612578,46,181948,535662,413,0
6,Manufacturing,973692,306980.48098808364,3,642613,1642201,619,1
14,Services,1855284,889344.7874288892,2,667304,1937895,846,1
8,Tech Startup,1127229,877800.286526147,47,289954,1176418,669,1
8,Agriculture,104761,74823.93613979447,7,516637,716246,364,0
4,Transport (Boda Boda),708152,436542.5419412973,15,120356,1315804,487,0
9,Transport (Boda Boda),31390,23298.039004003527,35,338113,1768974,403,0
7,Services,1407784,931354.3383265609,14,310655,1744979,713,1
6,Manufacturing,826242,474729.87365316186,14,557243,1684252,589,1
13,Tech Startup,179292,62836.57481318489,38,22031,513937,674,0
2,Services,371977,156645.32085636447,38,761019,810129,749,0
10,Services,197164,124889.04253242855,31,887291,563313,594,1
3,Manufacturing,1137063,507422.94349908544,27,233077,937516,530,0
5,Retail,1883462,777897.1141422592,41,153245,1220834,352,1
3,Tech Startup,1551192,1054509.1856538474,31,993616,328710,322,1
14,Manufacturing,1452649,861322.649541108,8,919093,1648099,459,1
2,Tech Startup,1018413,541374.4579924421,46,107507,1113319,321,0
14,Transport (Boda Boda),665822,239680.50389827622,23,842503,1825057,311,1
7,Transport (Boda Boda),1828286,808352.9721310389,18,204535,750769,374,1
9,Hospitality,492779,246992.32577396298,31,320752,1711945,453,0
2,Retail,1268351,756879.4304781449,17,814422,1161127,689,1
5,Retail,100811,67588.93940237325,29,959131,1466842,436,0
11,Transport (Boda Boda),1467585,670207.8518145961,36,933713,1212126,440,1
3,Hospitality,1201872,587302.9624308705,12,391858,1863924,700,1
10,Tech Startup,1306614,714596.3693287947,33,616410,94760,474,1
7,Tech Startup,1416436,929922.8478881359,13,816228,1025776,835,1
12,Transport (Boda Boda),905258,701924.6999277278,47,578328,911789,832,1
4,Hospitality,387570,239196.5264599357,37,387881,1406688,400,0
6,Tech Startup,1123151,553219.3238943064,41,591202,823422,795,1
2,Transport (Boda Boda),650527,315085.0848705813,44,840552,517835,754,1
9,Manufacturing,22257,12820.803924545115,36,26654,1834705,827,0
9,Services,565096,415278.64604506403,22,706528,1519539,472,1
13,Retail,1650369,820839.3704102676,8,122118,1063539,573,1
3,Hospitality,868923,684099.5202404644,44,478356,329067,787,1
6,Services,336480,250713.77204351,43,473314,1608028,612,0
1,Tech Startup,810645,560161.9105933675,44,57134,183172,824,0
5,Agriculture,1841797,863200.1080013373,22,663376,1531571,697,1
10,Manufacturing,757954,414170.5416201399,47,707173,805728,481,1
4,Tech Startup,699447,463333.4519381953,25,516835,706761,487,0
10,Hospitality,1292037,880076.8374032648,28,699151,388384,403,1
12,Manufacturing,1857753,1353493.405605844,42,595642,1149950,720,1
6,Tech Startup,1948582,601675.7096568362,25,827424,1153926,818,1
4,Transport (Boda Boda),1129816,548943.3016069452,16,950991,1809604,783,1
13,Transport (Boda Boda),335014,247785.58652257334,9,379039,578714,524,0
7,Transport (Boda Boda),461048,205430.1365764306,45,240853,828883,494,0
13,Agriculture,913416,702133.0317371506,34,817563,1151004,378,1
12,Hospitality,780278,496117.2480800865,4,112217,1516760,733,1
11,Services,1591982,924379.2085450421,22,868584,1730912,389,1
12,Agriculture,473830,175507.33063690836,26,113688,358617,806,1
13,Services,1559410,582410.559479475,8,912743,784275,711,1
11,Hospitality,618506,436003.4925218234,47,23091,1879989,515,0
6,Agriculture,1144027,651416.4151462842,31,866792,300541,541,1
10,Manufacturing,1438992,1101265.4736598642,20,268083,1211576,758,1
8,Manufacturing,513216,399778.3589361357,27,437985,883550,421,0
5,Hospitality,1721421,582046.1954216356,38,831037,1445285,745,1
2,Transport (Boda Boda),837865,326896.354156503,31,853725,1456978,817,1
13,Manufacturing,1636391,662071.9064621722,43,139883,1716208,630,1
13,Tech Startup,1640017,1192115.9929696615,28,765419,813461,571,1
4,Retail,1127810,619300.7718615426,26,338365,925512,631,1
11,Agriculture,1918769,1145083.861207909,38,123765,1485601,453,1
6,Agriculture,733987,524577.4360481988,29,790074,310220,653,1
1,Services,770186,383246.83578048536,16,55745,1148657,546,0
8,Tech Startup,236204,171746.5155826692,30,298335,1895219,794,0
14,Retail,994250,629658.7631460506,20,618071,1748545,392,1
6,Retail,178763,54710.694732123644,10,411236,189227,811,0
12,Services,712137,500188.3370171876,21,653015,1686091,621,1
7,Manufacturing,1505255,1059906.8233843865,22,867482,1601224,648,1
3,Manufacturing,499083,315029.67693090206,10,68323,1384536,737,0
8,Hospitality,1481494,1125588.047920895,1,107096,1191340,626,1
1,Services,834914,414308.61704880005,30,917154,418226,658,1
11,Tech Startup,695673,332921.6741270293,18,45740,156611,390,0
2,Transport (Boda Boda),1656675,1198829.3950615556,1,801849,1778665,703,1
4,Agriculture,773494,427725.90294276166,11,271400,1577912,492,0
1,Agriculture,1002293,735066.8294644413,45,157608,1183276,555,0
11,Transport (Boda Boda),1464663,864216.2264267335,35,715339,1356482,702,1
13,Transport (Boda Boda),119003,61292.666307837906,7,628889,319956,704,1
14,Manufacturing,415395,295586.94663615327,20,968078,360001,408,1
13,Services,1850791,727486.6221694082,19,225391,263606,793,1
9,Agriculture,434170,145231.51324235322,15,438242,412916,666,1
8,Hospitality,391994,281417.5743926774,36,62433,594279,835,0
10,Manufacturing,367139,137969.93208351685,49,137686,1105991,578,0
13,Retail,975230,354918.77027806913,41,49976,475468,625,1
5,Tech Startup,1832105,733355.2193960337,39,347220,1044620,511,1
3,Manufacturing,1781663,535811.8271398819,47,862147,258859,337,1
3,Tech Startup,1950750,1210084.9413298229,41,157636,1252060,642,1
10,Agriculture,864081,646350.2151043047,37,940568,1648575,710,1
3,Manufacturing,1551064,752995.821938608,47,227189,1225055,803,1
6,Retail,573172,327416.1949983487,8,539376,1418335,501,0
11,Tech Startup,1558814,871062.3804194272,17,315018,119087,309,1
6,Transport (Boda Boda),833560,400821.60002037603,48,743859,1439678,452,1
11,Transport (Boda Boda),948660,550266.2948483258,49,784192,485928,380,1
9,Services,377246,269260.5245734466,40,85774,438518,497,0
1,Retail,1946126,1259722.9102293637,39,557564,1608141,612,1
1,Manufacturing,433089,304693.4653423632,29,346184,595932,561,0
4,Hospitality,62291,23587.305653796942,17,303664,75675,474,0
13,Manufacturing,1365718,784816.5212431323,17,629698,387369,399,1
4,Tech Startup,353713,108954.54522401332,43,558963,1593586,787,0
14,Transport (Boda Boda),391513,238022.66092117009,34,692924,1537606,614,1
13,Services,1023346,668343.7845064106,33,890023,1764514,492,1
5,Agriculture,845626,457595.4413741231,40,242188,426047,782,1
3,Transport (Boda Boda),317675,131315.31059083552,43,263625,892840,394,0
4,Manufacturing,145355,64686.28414920001,22,410482,267400,818,0
14,Tech Startup,1576407,1210126.546613272,16,928758,1447330,478,1
2,Retail,1908755,1215895.945301533,33,131184,1185627,425,0
5,Manufacturing,604010,239015.11664926432,12,853392,1871573,396,0
5,Retail,1210456,894517.6011411377,5,263031,343946,332,0
14,Services,1838673,949460.2884067075,19,217813,1874964,749,1
14,Hospitality,1677390,823129.6942281373,33,570508,882595,690,1
7,Transport (Boda Boda),1143853,789828.1479495943,29,234231,597219,328,0
8,Transport (Boda Boda),1910641,1472409.1658906299,41,619064,1124567,517,1
14,Agriculture,648380,511281.4213129896,2,934405,1859977,624,1
12,Transport (Boda Boda),1225565,708067.3747221492,18,896473,702755,724,1
1,Manufacturing,1449210,811343.3074146578,7,498682,109778,397,0
9,Agriculture,1803586,783237.6614854758,24,76361,1448949,321,1
10,Retail,542154,324034.5108949986,27,619164,1034558,529,1
4,Transport (Boda Boda),1805818,930334.6348685643,20,719979,111842,782,1
2,Retail,1360829,844824.3544288101,22,737090,964565,582,1
10,Transport (Boda Boda),32360,21141.27129463752,48,261445,1799736,742,0
4,Retail,74330,44511.341726645966,29,40387,1959824,453,0
9,Services,206633,125246.26923318612,22,396210,828799,547,0
6,Retail,899459,585160.8592275731,25,841708,1926251,748,1
1,Transport (Boda Boda),1564492,925339.1762309077,49,253091,902050,719,1
9,Transport (Boda Boda),1936140,1178382.259613026,32,417567,1391701,475,1
6,Tech Startup,1439920,790545.1613852234,27,602801,1511666,806,1
5,Transport (Boda Boda),279480,144494.09072632197,15,488067,1429932,678,0
9,Tech Startup,1723834,524954.1357868686,28,44816,54138,676,1
9,Services,1406665,914942.4864995106,45,356007,846710,668,1
5,Services,143030,46486.07852136184,47,889855,1464718,665,1
5,Hospitality,25039,18919.071346312,11,860220,1388306,613,0
1,Transport (Boda Boda),106346,63531.271334062105,30,320815,166214,637,0
6,Tech Startup,1007410,550801.9172531362,13,637431,422397,686,1
10,Agriculture,1855877,1246111.4389119868,27,896749,476674,793,1
10,Hospitality,1091824,830204.7407594483,6,679530,1106600,594,1
1,Services,1940955,939857.8866783417,37,873096,1510049,486,1
5,Transport (Boda Boda),907553,558257.2773795472,43,63610,1693707,719,0
2,Agriculture,1723163,641350.6126751732,15,178267,1958241,362,0
6,Manufacturing,1865759,973851.0587601823,13,88835,1720357,555,1
7,Retail,121948,65213.25040058249,24,466755,343851,506,0
1,Services,1225046,804218.2028936993,38,620273,418760,684,1
6,Manufacturing,1362501,484969.02596439887,29,770692,1723200,320,1
2,Retail,1492966,985779.7324487222,47,325203,1769890,368,0
1,Hospitality,1036003,789724.913526768,27,485687,726585,834,1
9,Transport (Boda Boda),1912628,1283881.0308769548,24,989336,817286,843,1
7,Services,785791,544693.7147100574,46,759785,1179833,613,1
7,Retail,1472879,1087219.9451836073,21,655496,67413,408,1
3,Services,1124934,446521.7782332602,5,785833,476070,764,1
12,Transport (Boda Boda),1591286,844848.3329721725,30,6968,339662,756,1
13,Agriculture,899854,573047.4617482328,13,23199,487805,671,1
7,Hospitality,1778252,680434.3375828471,40,770644,697652,317,1
14,Manufacturing,1007797,575134.4345038325,30,369360,644557,534,1
10,Services,1372178,577369.1701862651,10,505838,1617739,414,1
4,Retail,1097921,614410.0799877868,28,908298,1059869,546,1
6,Agriculture,117406,48970.24048348859,15,527741,1725675,662,0
13,Retail,814760,413806.4616733309,33,573458,1199122,629,1
8,Retail,778761,300482.5596293018,34,398834,1332188,392,0
13,Retail,1472591,887705.7525383258,29,561446,1183183,581,1
1,Tech Startup,867942,309979.3098917931,26,717104,852242,306,0
10,Tech Startup,1180294,601520.1130221444,49,36413,1242464,470,0
9,Agriculture,1715994,921707.5852331631,15,522780,86468,715,1
10,Manufacturing,1491867,1105147.8134160512,28,42056,101831,392,1
9,Transport (Boda Boda),652405,470816.6042478269,44,568242,1564101,498,1
14,Manufacturing,1342396,525844.8353415924,2,118696,1062140,438,1
5,Hospitality,326093,161061.58656964093,40,547473,1797378,683,0
2,Manufacturing,359679,115454.33854238589,6,2763,405054,484,0
8,Agriculture,1275715,923571.6601175801,49,561836,1266593,632,1
13,Manufacturing,1945109,1005108.0705915397,29,950906,1583673,622,1
3,Agriculture,790050,375479.37405639107,40,473146,442118,806,1
12,Transport (Boda Boda),370067,119405.68480361068,31,109162,433071,713,0
11,Agriculture,1364385,860711.558914219,49,834440,1899691,423,1
2,Manufacturing,1517404,533882.346560257,48,245144,1977075,435,0
9,Agriculture,954137,547690.074345274,48,163244,502413,779,1
10,Transport (Boda Boda),883731,327123.8633938366,37,906450,1581583,343,1
13,Manufacturing,1693786,652006.8348573253,9,166782,1221675,741,1
